day,month,year,continentExp,Country,cases,deaths,Doses administered per 100 people,Total doses administered,% of population vaccinated
7,10,2020,Africa,Congo,0,0,20,17435502,10.0
6,10,2020,Africa,Congo,0,0,20,17435502,10.0
5,10,2020,Africa,Congo,0,0,20,17435502,10.0
4,10,2020,Africa,Congo,0,0,20,17435502,10.0
3,10,2020,Africa,Congo,0,0,20,17435502,10.0
2,10,2020,Africa,Congo,0,0,20,17435502,10.0
1,10,2020,Africa,Congo,0,0,20,17435502,10.0
30,9,2020,Africa,Congo,0,0,20,17435502,10.0
29,9,2020,Africa,Congo,81,0,20,17435502,10.0
28,9,2020,Africa,Congo,0,0,20,17435502,10.0
27,9,2020,Africa,Congo,3,0,20,17435502,10.0
26,9,2020,Africa,Congo,0,0,20,17435502,10.0
25,9,2020,Africa,Congo,0,0,20,17435502,10.0
24,9,2020,Africa,Congo,3,0,20,17435502,10.0
23,9,2020,Africa,Congo,0,0,20,17435502,10.0
22,9,2020,Africa,Congo,16,0,20,17435502,10.0
21,9,2020,Africa,Congo,0,0,20,17435502,10.0
20,9,2020,Africa,Congo,6,0,20,17435502,10.0
19,9,2020,Africa,Congo,0,0,20,17435502,10.0
18,9,2020,Africa,Congo,46,1,20,17435502,10.0
17,9,2020,Africa,Congo,0,0,20,17435502,10.0
16,9,2020,Africa,Congo,0,0,20,17435502,10.0
15,9,2020,Africa,Congo,0,0,20,17435502,10.0
14,9,2020,Africa,Congo,6,0,20,17435502,10.0
13,9,2020,Africa,Congo,0,0,20,17435502,10.0
12,9,2020,Africa,Congo,37,5,20,17435502,10.0
11,9,2020,Africa,Congo,0,0,20,17435502,10.0
10,9,2020,Africa,Congo,0,0,20,17435502,10.0
9,9,2020,Africa,Congo,0,0,20,17435502,10.0
8,9,2020,Africa,Congo,263,1,20,17435502,10.0
7,9,2020,Africa,Congo,0,0,20,17435502,10.0
6,9,2020,Africa,Congo,0,0,20,17435502,10.0
5,9,2020,Africa,Congo,0,0,20,17435502,10.0
4,9,2020,Africa,Congo,0,0,20,17435502,10.0
3,9,2020,Africa,Congo,0,0,20,17435502,10.0
2,9,2020,Africa,Congo,649,4,20,17435502,10.0
1,9,2020,Africa,Congo,0,0,20,17435502,10.0
31,8,2020,Africa,Congo,0,0,20,17435502,10.0
30,8,2020,Africa,Congo,0,0,20,17435502,10.0
29,8,2020,Africa,Congo,0,0,20,17435502,10.0
28,8,2020,Africa,Congo,0,0,20,17435502,10.0
27,8,2020,Africa,Congo,0,0,20,17435502,10.0
26,8,2020,Africa,Congo,129,1,20,17435502,10.0
25,8,2020,Africa,Congo,0,0,20,17435502,10.0
24,8,2020,Africa,Congo,0,0,20,17435502,10.0
23,8,2020,Africa,Congo,0,0,20,17435502,10.0
22,8,2020,Africa,Congo,0,0,20,17435502,10.0
21,8,2020,Africa,Congo,0,0,20,17435502,10.0
20,8,2020,Africa,Congo,15,1,20,17435502,10.0
19,8,2020,Africa,Congo,0,0,20,17435502,10.0
18,8,2020,Africa,Congo,0,0,20,17435502,10.0
17,8,2020,Africa,Congo,90,16,20,17435502,10.0
16,8,2020,Africa,Congo,0,0,20,17435502,10.0
15,8,2020,Africa,Congo,0,0,20,17435502,10.0
14,8,2020,Africa,Congo,0,0,20,17435502,10.0
13,8,2020,Africa,Congo,0,0,20,17435502,10.0
12,8,2020,Africa,Congo,81,2,20,17435502,10.0
11,8,2020,Africa,Congo,0,0,20,17435502,10.0
10,8,2020,Africa,Congo,0,0,20,17435502,10.0
9,8,2020,Africa,Congo,27,0,20,17435502,10.0
8,8,2020,Africa,Congo,0,0,20,17435502,10.0
7,8,2020,Africa,Congo,91,0,20,17435502,10.0
6,8,2020,Africa,Congo,0,0,20,17435502,10.0
5,8,2020,Africa,Congo,0,0,20,17435502,10.0
4,8,2020,Africa,Congo,159,2,20,17435502,10.0
3,8,2020,Africa,Congo,0,0,20,17435502,10.0
2,8,2020,Africa,Congo,11,0,20,17435502,10.0
1,8,2020,Africa,Congo,0,0,20,17435502,10.0
31,7,2020,Africa,Congo,176,2,20,17435502,10.0
30,7,2020,Africa,Congo,0,0,20,17435502,10.0
29,7,2020,Africa,Congo,0,0,20,17435502,10.0
28,7,2020,Africa,Congo,162,3,20,17435502,10.0
27,7,2020,Africa,Congo,0,0,20,17435502,10.0
26,7,2020,Africa,Congo,0,0,20,17435502,10.0
25,7,2020,Africa,Congo,0,0,20,17435502,10.0
24,7,2020,Africa,Congo,187,1,20,17435502,10.0
23,7,2020,Africa,Congo,0,0,20,17435502,10.0
22,7,2020,Africa,Congo,0,0,20,17435502,10.0
21,7,2020,Africa,Congo,218,1,20,17435502,10.0
20,7,2020,Africa,Congo,0,0,20,17435502,10.0
19,7,2020,Africa,Congo,0,0,20,17435502,10.0
18,7,2020,Africa,Congo,275,1,20,17435502,10.0
17,7,2020,Africa,Congo,0,0,20,17435502,10.0
16,7,2020,Africa,Congo,136,1,20,17435502,10.0
15,7,2020,Africa,Congo,119,0,20,17435502,10.0
14,7,2020,Africa,Congo,0,0,20,17435502,10.0
13,7,2020,Africa,Congo,75,0,20,17435502,10.0
12,7,2020,Africa,Congo,0,0,20,17435502,10.0
11,7,2020,Africa,Congo,207,0,20,17435502,10.0
10,7,2020,Africa,Congo,0,0,20,17435502,10.0
9,7,2020,Africa,Congo,264,3,20,17435502,10.0
8,7,2020,Africa,Congo,0,0,20,17435502,10.0
7,7,2020,Africa,Congo,0,0,20,17435502,10.0
6,7,2020,Africa,Congo,0,0,20,17435502,10.0
5,7,2020,Africa,Congo,0,0,20,17435502,10.0
4,7,2020,Africa,Congo,175,3,20,17435502,10.0
3,7,2020,Africa,Congo,0,0,20,17435502,10.0
2,7,2020,Africa,Congo,137,1,20,17435502,10.0
1,7,2020,Africa,Congo,0,0,20,17435502,10.0
30,6,2020,Africa,Congo,0,0,20,17435502,10.0
29,6,2020,Africa,Congo,0,0,20,17435502,10.0
28,6,2020,Africa,Congo,41,2,20,17435502,10.0
27,6,2020,Africa,Congo,0,0,20,17435502,10.0
26,6,2020,Africa,Congo,117,1,20,17435502,10.0
25,6,2020,Africa,Congo,0,0,20,17435502,10.0
24,6,2020,Africa,Congo,0,0,20,17435502,10.0
23,6,2020,Africa,Congo,74,9,20,17435502,10.0
22,6,2020,Africa,Congo,0,0,20,17435502,10.0
21,6,2020,Africa,Congo,130,1,20,17435502,10.0
20,6,2020,Africa,Congo,0,0,20,17435502,10.0
19,6,2020,Africa,Congo,0,0,20,17435502,10.0
18,6,2020,Africa,Congo,0,0,20,17435502,10.0
17,6,2020,Africa,Congo,0,0,20,17435502,10.0
16,6,2020,Africa,Congo,104,2,20,17435502,10.0
15,6,2020,Africa,Congo,0,0,20,17435502,10.0
14,6,2020,Africa,Congo,34,0,20,17435502,10.0
13,6,2020,Africa,Congo,0,0,20,17435502,10.0
12,6,2020,Africa,Congo,0,0,20,17435502,10.0
11,6,2020,Africa,Congo,17,1,20,17435502,10.0
10,6,2020,Africa,Congo,45,2,20,17435502,10.0
9,6,2020,Africa,Congo,0,0,20,17435502,10.0
8,6,2020,Africa,Congo,0,0,20,17435502,10.0
7,6,2020,Africa,Congo,44,2,20,17435502,10.0
6,6,2020,Africa,Congo,4,0,20,17435502,10.0
5,6,2020,Africa,Congo,17,0,20,17435502,10.0
4,6,2020,Africa,Congo,7,0,20,17435502,10.0
3,6,2020,Africa,Congo,0,0,20,17435502,10.0
2,6,2020,Africa,Congo,0,0,20,17435502,10.0
1,6,2020,Africa,Congo,24,1,20,17435502,10.0
31,5,2020,Africa,Congo,0,0,20,17435502,10.0
30,5,2020,Africa,Congo,16,0,20,17435502,10.0
29,5,2020,Africa,Congo,0,0,20,17435502,10.0
28,5,2020,Africa,Congo,2,0,20,17435502,10.0
27,5,2020,Africa,Congo,38,2,20,17435502,10.0
26,5,2020,Africa,Congo,44,1,20,17435502,10.0
25,5,2020,Africa,Congo,0,0,20,17435502,10.0
24,5,2020,Africa,Congo,18,0,20,17435502,10.0
23,5,2020,Africa,Congo,0,0,20,17435502,10.0
22,5,2020,Africa,Congo,49,1,20,17435502,10.0
21,5,2020,Africa,Congo,0,0,20,17435502,10.0
20,5,2020,Africa,Congo,8,0,20,17435502,10.0
19,5,2020,Africa,Congo,0,0,20,17435502,10.0
18,5,2020,Africa,Congo,0,0,20,17435502,10.0
17,5,2020,Africa,Congo,21,0,20,17435502,10.0
16,5,2020,Africa,Congo,0,0,20,17435502,10.0
15,5,2020,Africa,Congo,50,4,20,17435502,10.0
14,5,2020,Africa,Congo,8,0,20,17435502,10.0
13,5,2020,Africa,Congo,0,0,20,17435502,10.0
12,5,2020,Africa,Congo,46,1,20,17435502,10.0
11,5,2020,Africa,Congo,0,0,20,17435502,10.0
10,5,2020,Africa,Congo,0,0,20,17435502,10.0
9,5,2020,Africa,Congo,13,0,20,17435502,10.0
8,5,2020,Africa,Congo,10,0,20,17435502,10.0
7,5,2020,Africa,Congo,28,0,20,17435502,10.0
6,5,2020,Africa,Congo,0,0,20,17435502,10.0
5,5,2020,Africa,Congo,7,0,20,17435502,10.0
4,5,2020,Africa,Congo,0,0,20,17435502,10.0
3,5,2020,Africa,Congo,0,0,20,17435502,10.0
2,5,2020,Africa,Congo,9,1,20,17435502,10.0
1,5,2020,Africa,Congo,0,0,20,17435502,10.0
30,4,2020,Africa,Congo,13,1,20,17435502,10.0
29,4,2020,Africa,Congo,0,0,20,17435502,10.0
28,4,2020,Africa,Congo,7,0,20,17435502,10.0
27,4,2020,Africa,Congo,0,0,20,17435502,10.0
26,4,2020,Africa,Congo,0,2,20,17435502,10.0
25,4,2020,Africa,Congo,14,0,20,17435502,10.0
24,4,2020,Africa,Congo,0,0,20,17435502,10.0
23,4,2020,Africa,Congo,21,0,20,17435502,10.0
22,4,2020,Africa,Congo,5,0,20,17435502,10.0
21,4,2020,Africa,Congo,0,0,20,17435502,10.0
20,4,2020,Africa,Congo,17,0,20,17435502,10.0
19,4,2020,Africa,Congo,0,0,20,17435502,10.0
18,4,2020,Africa,Congo,26,1,20,17435502,10.0
17,4,2020,Africa,Congo,0,0,20,17435502,10.0
16,4,2020,Africa,Congo,43,0,20,17435502,10.0
15,4,2020,Africa,Congo,4,0,20,17435502,10.0
14,4,2020,Africa,Congo,0,0,20,17435502,10.0
13,4,2020,Africa,Congo,10,0,20,17435502,10.0
12,4,2020,Africa,Congo,0,0,20,17435502,10.0
11,4,2020,Africa,Congo,0,0,20,17435502,10.0
10,4,2020,Africa,Congo,0,0,20,17435502,10.0
9,4,2020,Africa,Congo,15,0,20,17435502,10.0
8,4,2020,Africa,Congo,0,0,20,17435502,10.0
7,4,2020,Africa,Congo,0,0,20,17435502,10.0
6,4,2020,Africa,Congo,0,0,20,17435502,10.0
5,4,2020,Africa,Congo,4,2,20,17435502,10.0
4,4,2020,Africa,Congo,0,0,20,17435502,10.0
3,4,2020,Africa,Congo,19,1,20,17435502,10.0
2,4,2020,Africa,Congo,0,0,20,17435502,10.0
1,4,2020,Africa,Congo,3,2,20,17435502,10.0
31,3,2020,Africa,Congo,0,0,20,17435502,10.0
30,3,2020,Africa,Congo,0,0,20,17435502,10.0
29,3,2020,Africa,Congo,15,0,20,17435502,10.0
28,3,2020,Africa,Congo,0,0,20,17435502,10.0
27,3,2020,Africa,Congo,0,0,20,17435502,10.0
26,3,2020,Africa,Congo,0,0,20,17435502,10.0
25,3,2020,Africa,Congo,0,0,20,17435502,10.0
24,3,2020,Africa,Congo,0,0,20,17435502,10.0
23,3,2020,Africa,Congo,0,0,20,17435502,10.0
22,3,2020,Africa,Congo,1,0,20,17435502,10.0
21,3,2020,Africa,Congo,0,0,20,17435502,10.0
20,3,2020,Africa,Congo,0,0,20,17435502,10.0
19,3,2020,Africa,Congo,2,0,20,17435502,10.0
18,3,2020,Africa,Congo,0,0,20,17435502,10.0
17,3,2020,Africa,Congo,0,0,20,17435502,10.0
16,3,2020,Africa,Congo,1,0,20,17435502,10.0
14,12,2020,Europe,Croatia,3363,78,132,5356912,57.0
13,12,2020,Europe,Croatia,4135,78,132,5356912,57.0
12,12,2020,Europe,Croatia,4396,64,132,5356912,57.0
11,12,2020,Europe,Croatia,4620,53,132,5356912,57.0
10,12,2020,Europe,Croatia,4520,69,132,5356912,57.0
9,12,2020,Europe,Croatia,2613,65,132,5356912,57.0
8,12,2020,Europe,Croatia,1886,59,132,5356912,57.0
7,12,2020,Europe,Croatia,2899,72,132,5356912,57.0
6,12,2020,Europe,Croatia,4084,70,132,5356912,57.0
5,12,2020,Europe,Croatia,3955,68,132,5356912,57.0
4,12,2020,Europe,Croatia,4534,48,132,5356912,57.0
3,12,2020,Europe,Croatia,3539,55,132,5356912,57.0
2,12,2020,Europe,Croatia,2900,75,132,5356912,57.0
1,12,2020,Europe,Croatia,1830,74,132,5356912,57.0
30,11,2020,Europe,Croatia,2919,57,132,5356912,57.0
29,11,2020,Europe,Croatia,3987,55,132,5356912,57.0
28,11,2020,Europe,Croatia,4080,48,132,5356912,57.0
27,11,2020,Europe,Croatia,4009,51,132,5356912,57.0
26,11,2020,Europe,Croatia,3603,56,132,5356912,57.0
25,11,2020,Europe,Croatia,2323,47,132,5356912,57.0
24,11,2020,Europe,Croatia,1973,45,132,5356912,57.0
23,11,2020,Europe,Croatia,3308,49,132,5356912,57.0
22,11,2020,Europe,Croatia,3573,47,132,5356912,57.0
21,11,2020,Europe,Croatia,2958,57,132,5356912,57.0
20,11,2020,Europe,Croatia,3164,49,132,5356912,57.0
19,11,2020,Europe,Croatia,3251,38,132,5356912,57.0
18,11,2020,Europe,Croatia,1945,31,132,5356912,57.0
17,11,2020,Europe,Croatia,1313,33,132,5356912,57.0
16,11,2020,Europe,Croatia,2362,43,132,5356912,57.0
15,11,2020,Europe,Croatia,2866,38,132,5356912,57.0
14,11,2020,Europe,Croatia,3056,43,132,5356912,57.0
13,11,2020,Europe,Croatia,3082,32,132,5356912,57.0
12,11,2020,Europe,Croatia,2597,28,132,5356912,57.0
11,11,2020,Europe,Croatia,1467,33,132,5356912,57.0
10,11,2020,Europe,Croatia,1529,38,132,5356912,57.0
9,11,2020,Europe,Croatia,2543,42,132,5356912,57.0
8,11,2020,Europe,Croatia,2399,35,132,5356912,57.0
7,11,2020,Europe,Croatia,2890,34,132,5356912,57.0
6,11,2020,Europe,Croatia,2848,29,132,5356912,57.0
5,11,2020,Europe,Croatia,2480,26,132,5356912,57.0
4,11,2020,Europe,Croatia,1427,34,132,5356912,57.0
3,11,2020,Europe,Croatia,1165,32,132,5356912,57.0
2,11,2020,Europe,Croatia,2179,16,132,5356912,57.0
1,11,2020,Europe,Croatia,2769,15,132,5356912,57.0
31,10,2020,Europe,Croatia,2772,20,132,5356912,57.0
30,10,2020,Europe,Croatia,2776,18,132,5356912,57.0
29,10,2020,Europe,Croatia,2378,23,132,5356912,57.0
28,10,2020,Europe,Croatia,1413,18,132,5356912,57.0
27,10,2020,Europe,Croatia,828,15,132,5356912,57.0
26,10,2020,Europe,Croatia,2421,8,132,5356912,57.0
25,10,2020,Europe,Croatia,2242,16,132,5356912,57.0
24,10,2020,Europe,Croatia,1867,7,132,5356912,57.0
23,10,2020,Europe,Croatia,1563,13,132,5356912,57.0
22,10,2020,Europe,Croatia,1424,11,132,5356912,57.0
21,10,2020,Europe,Croatia,890,8,132,5356912,57.0
20,10,2020,Europe,Croatia,393,11,132,5356912,57.0
19,10,2020,Europe,Croatia,819,8,132,5356912,57.0
18,10,2020,Europe,Croatia,1096,10,132,5356912,57.0
17,10,2020,Europe,Croatia,1131,1,132,5356912,57.0
16,10,2020,Europe,Croatia,793,10,132,5356912,57.0
15,10,2020,Europe,Croatia,748,4,132,5356912,57.0
14,10,2020,Europe,Croatia,372,3,132,5356912,57.0
13,10,2020,Europe,Croatia,181,3,132,5356912,57.0
12,10,2020,Europe,Croatia,508,7,132,5356912,57.0
11,10,2020,Europe,Croatia,486,4,132,5356912,57.0
10,10,2020,Europe,Croatia,457,3,132,5356912,57.0
9,10,2020,Europe,Croatia,542,1,132,5356912,57.0
8,10,2020,Europe,Croatia,363,5,132,5356912,57.0
7,10,2020,Europe,Croatia,287,4,132,5356912,57.0
6,10,2020,Europe,Croatia,138,2,132,5356912,57.0
5,10,2020,Europe,Croatia,258,5,132,5356912,57.0
4,10,2020,Europe,Croatia,241,2,132,5356912,57.0
3,10,2020,Europe,Croatia,333,7,132,5356912,57.0
2,10,2020,Europe,Croatia,234,4,132,5356912,57.0
1,10,2020,Europe,Croatia,213,5,132,5356912,57.0
30,9,2020,Europe,Croatia,135,3,132,5356912,57.0
29,9,2020,Europe,Croatia,48,0,132,5356912,57.0
28,9,2020,Europe,Croatia,190,3,132,5356912,57.0
27,9,2020,Europe,Croatia,212,3,132,5356912,57.0
26,9,2020,Europe,Croatia,223,5,132,5356912,57.0
25,9,2020,Europe,Croatia,232,4,132,5356912,57.0
24,9,2020,Europe,Croatia,204,2,132,5356912,57.0
23,9,2020,Europe,Croatia,144,2,132,5356912,57.0
22,9,2020,Europe,Croatia,70,5,132,5356912,57.0
21,9,2020,Europe,Croatia,197,4,132,5356912,57.0
20,9,2020,Europe,Croatia,212,0,132,5356912,57.0
19,9,2020,Europe,Croatia,234,6,132,5356912,57.0
18,9,2020,Europe,Croatia,250,2,132,5356912,57.0
17,9,2020,Europe,Croatia,280,6,132,5356912,57.0
16,9,2020,Europe,Croatia,151,3,132,5356912,57.0
15,9,2020,Europe,Croatia,65,3,132,5356912,57.0
14,9,2020,Europe,Croatia,165,6,132,5356912,57.0
13,9,2020,Europe,Croatia,261,7,132,5356912,57.0
12,9,2020,Europe,Croatia,190,3,132,5356912,57.0
11,9,2020,Europe,Croatia,291,2,132,5356912,57.0
10,9,2020,Europe,Croatia,341,3,132,5356912,57.0
9,9,2020,Europe,Croatia,204,2,132,5356912,57.0
8,9,2020,Europe,Croatia,117,3,132,5356912,57.0
7,9,2020,Europe,Croatia,225,1,132,5356912,57.0
6,9,2020,Europe,Croatia,311,2,132,5356912,57.0
5,9,2020,Europe,Croatia,334,1,132,5356912,57.0
4,9,2020,Europe,Croatia,369,3,132,5356912,57.0
3,9,2020,Europe,Croatia,311,4,132,5356912,57.0
2,9,2020,Europe,Croatia,145,1,132,5356912,57.0
1,9,2020,Europe,Croatia,146,2,132,5356912,57.0
31,8,2020,Europe,Croatia,262,1,132,5356912,57.0
30,8,2020,Europe,Croatia,312,3,132,5356912,57.0
29,8,2020,Europe,Croatia,357,3,132,5356912,57.0
28,8,2020,Europe,Croatia,304,2,132,5356912,57.0
27,8,2020,Europe,Croatia,358,0,132,5356912,57.0
26,8,2020,Europe,Croatia,219,2,132,5356912,57.0
25,8,2020,Europe,Croatia,136,2,132,5356912,57.0
24,8,2020,Europe,Croatia,275,1,132,5356912,57.0
23,8,2020,Europe,Croatia,306,1,132,5356912,57.0
22,8,2020,Europe,Croatia,265,1,132,5356912,57.0
21,8,2020,Europe,Croatia,255,0,132,5356912,57.0
20,8,2020,Europe,Croatia,219,2,132,5356912,57.0
19,8,2020,Europe,Croatia,199,0,132,5356912,57.0
18,8,2020,Europe,Croatia,85,0,132,5356912,57.0
17,8,2020,Europe,Croatia,151,1,132,5356912,57.0
16,8,2020,Europe,Croatia,162,2,132,5356912,57.0
15,8,2020,Europe,Croatia,208,2,132,5356912,57.0
14,8,2020,Europe,Croatia,180,1,132,5356912,57.0
13,8,2020,Europe,Croatia,130,0,132,5356912,57.0
12,8,2020,Europe,Croatia,91,2,132,5356912,57.0
11,8,2020,Europe,Croatia,45,1,132,5356912,57.0
10,8,2020,Europe,Croatia,61,0,132,5356912,57.0
9,8,2020,Europe,Croatia,77,2,132,5356912,57.0
8,8,2020,Europe,Croatia,62,0,132,5356912,57.0
7,8,2020,Europe,Croatia,28,1,132,5356912,57.0
6,8,2020,Europe,Croatia,58,0,132,5356912,57.0
5,8,2020,Europe,Croatia,22,1,132,5356912,57.0
4,8,2020,Europe,Croatia,36,4,132,5356912,57.0
3,8,2020,Europe,Croatia,36,4,132,5356912,57.0
2,8,2020,Europe,Croatia,86,0,132,5356912,57.0
1,8,2020,Europe,Croatia,67,1,132,5356912,57.0
31,7,2020,Europe,Croatia,78,3,132,5356912,57.0
30,7,2020,Europe,Croatia,70,1,132,5356912,57.0
29,7,2020,Europe,Croatia,42,1,132,5356912,57.0
28,7,2020,Europe,Croatia,24,3,132,5356912,57.0
27,7,2020,Europe,Croatia,65,3,132,5356912,57.0
26,7,2020,Europe,Croatia,77,5,132,5356912,57.0
25,7,2020,Europe,Croatia,81,0,132,5356912,57.0
24,7,2020,Europe,Croatia,104,3,132,5356912,57.0
23,7,2020,Europe,Croatia,108,3,132,5356912,57.0
22,7,2020,Europe,Croatia,52,0,132,5356912,57.0
21,7,2020,Europe,Croatia,16,2,132,5356912,57.0
20,7,2020,Europe,Croatia,119,0,132,5356912,57.0
19,7,2020,Europe,Croatia,98,0,132,5356912,57.0
18,7,2020,Europe,Croatia,98,1,132,5356912,57.0
17,7,2020,Europe,Croatia,86,0,132,5356912,57.0
16,7,2020,Europe,Croatia,126,0,132,5356912,57.0
15,7,2020,Europe,Croatia,52,0,132,5356912,57.0
14,7,2020,Europe,Croatia,53,0,132,5356912,57.0
13,7,2020,Europe,Croatia,50,1,132,5356912,57.0
12,7,2020,Europe,Croatia,140,1,132,5356912,57.0
11,7,2020,Europe,Croatia,116,2,132,5356912,57.0
10,7,2020,Europe,Croatia,91,1,132,5356912,57.0
9,7,2020,Europe,Croatia,53,1,132,5356912,57.0
8,7,2020,Europe,Croatia,52,0,132,5356912,57.0
7,7,2020,Europe,Croatia,69,0,132,5356912,57.0
6,7,2020,Europe,Croatia,57,0,132,5356912,57.0
5,7,2020,Europe,Croatia,86,1,132,5356912,57.0
4,7,2020,Europe,Croatia,96,2,132,5356912,57.0
3,7,2020,Europe,Croatia,81,2,132,5356912,57.0
2,7,2020,Europe,Croatia,54,1,132,5356912,57.0
1,7,2020,Europe,Croatia,52,0,132,5356912,57.0
30,6,2020,Europe,Croatia,34,0,132,5356912,57.0
29,6,2020,Europe,Croatia,67,0,132,5356912,57.0
28,6,2020,Europe,Croatia,85,0,132,5356912,57.0
27,6,2020,Europe,Croatia,56,0,132,5356912,57.0
26,6,2020,Europe,Croatia,95,0,132,5356912,57.0
25,6,2020,Europe,Croatia,22,0,132,5356912,57.0
24,6,2020,Europe,Croatia,30,0,132,5356912,57.0
23,6,2020,Europe,Croatia,19,0,132,5356912,57.0
22,6,2020,Europe,Croatia,18,0,132,5356912,57.0
21,6,2020,Europe,Croatia,19,0,132,5356912,57.0
20,6,2020,Europe,Croatia,11,0,132,5356912,57.0
19,6,2020,Europe,Croatia,11,0,132,5356912,57.0
18,6,2020,Europe,Croatia,3,0,132,5356912,57.0
17,6,2020,Europe,Croatia,1,0,132,5356912,57.0
16,6,2020,Europe,Croatia,2,0,132,5356912,57.0
15,6,2020,Europe,Croatia,1,0,132,5356912,57.0
14,6,2020,Europe,Croatia,2,0,132,5356912,57.0
13,6,2020,Europe,Croatia,0,1,132,5356912,57.0
12,6,2020,Europe,Croatia,0,0,132,5356912,57.0
11,6,2020,Europe,Croatia,2,0,132,5356912,57.0
10,6,2020,Europe,Croatia,0,2,132,5356912,57.0
9,6,2020,Europe,Croatia,0,0,132,5356912,57.0
8,6,2020,Europe,Croatia,0,0,132,5356912,57.0
7,6,2020,Europe,Croatia,0,1,132,5356912,57.0
6,6,2020,Europe,Croatia,0,0,132,5356912,57.0
5,6,2020,Europe,Croatia,1,0,132,5356912,57.0
4,6,2020,Europe,Croatia,0,0,132,5356912,57.0
3,6,2020,Europe,Croatia,0,0,132,5356912,57.0
2,6,2020,Europe,Croatia,0,0,132,5356912,57.0
1,6,2020,Europe,Croatia,0,0,132,5356912,57.0
31,5,2020,Europe,Croatia,1,0,132,5356912,57.0
30,5,2020,Europe,Croatia,0,1,132,5356912,57.0
29,5,2020,Europe,Croatia,1,1,132,5356912,57.0
28,5,2020,Europe,Croatia,0,0,132,5356912,57.0
27,5,2020,Europe,Croatia,0,1,132,5356912,57.0
26,5,2020,Europe,Croatia,0,1,132,5356912,57.0
25,5,2020,Europe,Croatia,1,0,132,5356912,57.0
24,5,2020,Europe,Croatia,0,0,132,5356912,57.0
23,5,2020,Europe,Croatia,6,2,132,5356912,57.0
22,5,2020,Europe,Croatia,3,1,132,5356912,57.0
21,5,2020,Europe,Croatia,2,0,132,5356912,57.0
20,5,2020,Europe,Croatia,4,1,132,5356912,57.0
19,5,2020,Europe,Croatia,2,0,132,5356912,57.0
18,5,2020,Europe,Croatia,2,0,132,5356912,57.0
17,5,2020,Europe,Croatia,2,0,132,5356912,57.0
16,5,2020,Europe,Croatia,1,1,132,5356912,57.0
15,5,2020,Europe,Croatia,8,0,132,5356912,57.0
14,5,2020,Europe,Croatia,6,3,132,5356912,57.0
13,5,2020,Europe,Croatia,11,0,132,5356912,57.0
12,5,2020,Europe,Croatia,9,1,132,5356912,57.0
11,5,2020,Europe,Croatia,11,3,132,5356912,57.0
10,5,2020,Europe,Croatia,15,1,132,5356912,57.0
9,5,2020,Europe,Croatia,36,0,132,5356912,57.0
8,5,2020,Europe,Croatia,6,1,132,5356912,57.0
7,5,2020,Europe,Croatia,7,2,132,5356912,57.0
6,5,2020,Europe,Croatia,11,3,132,5356912,57.0
5,5,2020,Europe,Croatia,5,1,132,5356912,57.0
4,5,2020,Europe,Croatia,8,2,132,5356912,57.0
3,5,2020,Europe,Croatia,3,2,132,5356912,57.0
2,5,2020,Europe,Croatia,9,6,132,5356912,57.0
1,5,2020,Europe,Croatia,14,2,132,5356912,57.0
30,4,2020,Europe,Croatia,15,4,132,5356912,57.0
29,4,2020,Europe,Croatia,8,4,132,5356912,57.0
28,4,2020,Europe,Croatia,9,4,132,5356912,57.0
27,4,2020,Europe,Croatia,14,1,132,5356912,57.0
26,4,2020,Europe,Croatia,7,3,132,5356912,57.0
25,4,2020,Europe,Croatia,28,1,132,5356912,57.0
24,4,2020,Europe,Croatia,31,2,132,5356912,57.0
23,4,2020,Europe,Croatia,42,0,132,5356912,57.0
22,4,2020,Europe,Croatia,27,1,132,5356912,57.0
21,4,2020,Europe,Croatia,10,0,132,5356912,57.0
20,4,2020,Europe,Croatia,39,8,132,5356912,57.0
19,4,2020,Europe,Croatia,18,3,132,5356912,57.0
18,4,2020,Europe,Croatia,23,1,132,5356912,57.0
17,4,2020,Europe,Croatia,50,1,132,5356912,57.0
16,4,2020,Europe,Croatia,37,3,132,5356912,57.0
15,4,2020,Europe,Croatia,54,6,132,5356912,57.0
14,4,2020,Europe,Croatia,50,2,132,5356912,57.0
13,4,2020,Europe,Croatia,66,2,132,5356912,57.0
12,4,2020,Europe,Croatia,39,0,132,5356912,57.0
11,4,2020,Europe,Croatia,88,1,132,5356912,57.0
10,4,2020,Europe,Croatia,64,1,132,5356912,57.0
9,4,2020,Europe,Croatia,61,1,132,5356912,57.0
8,4,2020,Europe,Croatia,60,2,132,5356912,57.0
7,4,2020,Europe,Croatia,40,1,132,5356912,57.0
6,4,2020,Europe,Croatia,56,3,132,5356912,57.0
5,4,2020,Europe,Croatia,47,4,132,5356912,57.0
4,4,2020,Europe,Croatia,68,1,132,5356912,57.0
3,4,2020,Europe,Croatia,48,1,132,5356912,57.0
2,4,2020,Europe,Croatia,96,0,132,5356912,57.0
1,4,2020,Europe,Croatia,77,0,132,5356912,57.0
31,3,2020,Europe,Croatia,77,0,132,5356912,57.0
30,3,2020,Europe,Croatia,56,1,132,5356912,57.0
29,3,2020,Europe,Croatia,71,2,132,5356912,57.0
28,3,2020,Europe,Croatia,91,1,132,5356912,57.0
27,3,2020,Europe,Croatia,77,1,132,5356912,57.0
26,3,2020,Europe,Croatia,36,0,132,5356912,57.0
