day,month,year,continentExp,Country,cases,deaths,Doses administered per 100 people,Total doses administered,% of population vaccinated
5,6,2020,Asia,Nepal,334,1,211,60403215,96.0
4,6,2020,Asia,Nepal,201,1,211,60403215,96.0
3,6,2020,Asia,Nepal,301,0,211,60403215,96.0
2,6,2020,Asia,Nepal,226,0,211,60403215,96.0
1,6,2020,Asia,Nepal,171,2,211,60403215,96.0
31,5,2020,Asia,Nepal,189,0,211,60403215,96.0
30,5,2020,Asia,Nepal,170,1,211,60403215,96.0
29,5,2020,Asia,Nepal,156,1,211,60403215,96.0
28,5,2020,Asia,Nepal,114,0,211,60403215,96.0
27,5,2020,Asia,Nepal,90,0,211,60403215,96.0
26,5,2020,Asia,Nepal,79,1,211,60403215,96.0
25,5,2020,Asia,Nepal,19,0,211,60403215,96.0
24,5,2020,Asia,Nepal,36,0,211,60403215,96.0
23,5,2020,Asia,Nepal,61,0,211,60403215,96.0
22,5,2020,Asia,Nepal,43,1,211,60403215,96.0
21,5,2020,Asia,Nepal,42,0,211,60403215,96.0
20,5,2020,Asia,Nepal,27,0,211,60403215,96.0
19,5,2020,Asia,Nepal,71,0,211,60403215,96.0
18,5,2020,Asia,Nepal,13,1,211,60403215,96.0
17,5,2020,Asia,Nepal,15,1,211,60403215,96.0
16,5,2020,Asia,Nepal,18,0,211,60403215,96.0
15,5,2020,Asia,Nepal,39,0,211,60403215,96.0
14,5,2020,Asia,Nepal,2,0,211,60403215,96.0
13,5,2020,Asia,Nepal,83,0,211,60403215,96.0
12,5,2020,Asia,Nepal,14,0,211,60403215,96.0
11,5,2020,Asia,Nepal,11,0,211,60403215,96.0
10,5,2020,Asia,Nepal,8,0,211,60403215,96.0
9,5,2020,Asia,Nepal,0,0,211,60403215,96.0
8,5,2020,Asia,Nepal,2,0,211,60403215,96.0
7,5,2020,Asia,Nepal,17,0,211,60403215,96.0
6,5,2020,Asia,Nepal,0,0,211,60403215,96.0
5,5,2020,Asia,Nepal,7,0,211,60403215,96.0
4,5,2020,Asia,Nepal,16,0,211,60403215,96.0
3,5,2020,Asia,Nepal,0,0,211,60403215,96.0
2,5,2020,Asia,Nepal,2,0,211,60403215,96.0
1,5,2020,Asia,Nepal,0,0,211,60403215,96.0
30,4,2020,Asia,Nepal,3,0,211,60403215,96.0
29,4,2020,Asia,Nepal,2,0,211,60403215,96.0
28,4,2020,Asia,Nepal,0,0,211,60403215,96.0
27,4,2020,Asia,Nepal,3,0,211,60403215,96.0
26,4,2020,Asia,Nepal,0,0,211,60403215,96.0
25,4,2020,Asia,Nepal,1,0,211,60403215,96.0
24,4,2020,Asia,Nepal,3,0,211,60403215,96.0
23,4,2020,Asia,Nepal,3,0,211,60403215,96.0
22,4,2020,Asia,Nepal,11,0,211,60403215,96.0
21,4,2020,Asia,Nepal,0,0,211,60403215,96.0
20,4,2020,Asia,Nepal,0,0,211,60403215,96.0
19,4,2020,Asia,Nepal,1,0,211,60403215,96.0
18,4,2020,Asia,Nepal,14,0,211,60403215,96.0
17,4,2020,Asia,Nepal,0,0,211,60403215,96.0
16,4,2020,Asia,Nepal,0,0,211,60403215,96.0
15,4,2020,Asia,Nepal,2,0,211,60403215,96.0
14,4,2020,Asia,Nepal,2,0,211,60403215,96.0
13,4,2020,Asia,Nepal,3,0,211,60403215,96.0
12,4,2020,Asia,Nepal,0,0,211,60403215,96.0
11,4,2020,Asia,Nepal,0,0,211,60403215,96.0
10,4,2020,Asia,Nepal,0,0,211,60403215,96.0
9,4,2020,Asia,Nepal,0,0,211,60403215,96.0
8,4,2020,Asia,Nepal,0,0,211,60403215,96.0
7,4,2020,Asia,Nepal,0,0,211,60403215,96.0
6,4,2020,Asia,Nepal,3,0,211,60403215,96.0
5,4,2020,Asia,Nepal,0,0,211,60403215,96.0
4,4,2020,Asia,Nepal,1,0,211,60403215,96.0
3,4,2020,Asia,Nepal,0,0,211,60403215,96.0
2,4,2020,Asia,Nepal,0,0,211,60403215,96.0
1,4,2020,Asia,Nepal,0,0,211,60403215,96.0
31,3,2020,Asia,Nepal,0,0,211,60403215,96.0
30,3,2020,Asia,Nepal,0,0,211,60403215,96.0
29,3,2020,Asia,Nepal,2,0,211,60403215,96.0
28,3,2020,Asia,Nepal,0,0,211,60403215,96.0
27,3,2020,Asia,Nepal,0,0,211,60403215,96.0
26,3,2020,Asia,Nepal,0,0,211,60403215,96.0
25,3,2020,Asia,Nepal,1,0,211,60403215,96.0
24,3,2020,Asia,Nepal,1,0,211,60403215,96.0
23,3,2020,Asia,Nepal,0,0,211,60403215,96.0
22,3,2020,Asia,Nepal,0,0,211,60403215,96.0
21,3,2020,Asia,Nepal,0,0,211,60403215,96.0
20,3,2020,Asia,Nepal,0,0,211,60403215,96.0
19,3,2020,Asia,Nepal,0,0,211,60403215,96.0
18,3,2020,Asia,Nepal,0,0,211,60403215,96.0
17,3,2020,Asia,Nepal,0,0,211,60403215,96.0
15,3,2020,Asia,Nepal,0,0,211,60403215,96.0
2,3,2020,Asia,Nepal,0,0,211,60403215,96.0
1,3,2020,Asia,Nepal,0,0,211,60403215,96.0
29,2,2020,Asia,Nepal,0,0,211,60403215,96.0
28,2,2020,Asia,Nepal,0,0,211,60403215,96.0
27,2,2020,Asia,Nepal,0,0,211,60403215,96.0
26,2,2020,Asia,Nepal,0,0,211,60403215,96.0
25,2,2020,Asia,Nepal,0,0,211,60403215,96.0
24,2,2020,Asia,Nepal,0,0,211,60403215,96.0
23,2,2020,Asia,Nepal,0,0,211,60403215,96.0
22,2,2020,Asia,Nepal,0,0,211,60403215,96.0
21,2,2020,Asia,Nepal,0,0,211,60403215,96.0
20,2,2020,Asia,Nepal,0,0,211,60403215,96.0
19,2,2020,Asia,Nepal,0,0,211,60403215,96.0
18,2,2020,Asia,Nepal,0,0,211,60403215,96.0
17,2,2020,Asia,Nepal,0,0,211,60403215,96.0
16,2,2020,Asia,Nepal,0,0,211,60403215,96.0
15,2,2020,Asia,Nepal,0,0,211,60403215,96.0
14,2,2020,Asia,Nepal,0,0,211,60403215,96.0
13,2,2020,Asia,Nepal,0,0,211,60403215,96.0
12,2,2020,Asia,Nepal,0,0,211,60403215,96.0
11,2,2020,Asia,Nepal,0,0,211,60403215,96.0
10,2,2020,Asia,Nepal,0,0,211,60403215,96.0
9,2,2020,Asia,Nepal,0,0,211,60403215,96.0
8,2,2020,Asia,Nepal,0,0,211,60403215,96.0
7,2,2020,Asia,Nepal,0,0,211,60403215,96.0
6,2,2020,Asia,Nepal,0,0,211,60403215,96.0
5,2,2020,Asia,Nepal,0,0,211,60403215,96.0
4,2,2020,Asia,Nepal,0,0,211,60403215,96.0
3,2,2020,Asia,Nepal,0,0,211,60403215,96.0
2,2,2020,Asia,Nepal,0,0,211,60403215,96.0
1,2,2020,Asia,Nepal,0,0,211,60403215,96.0
31,1,2020,Asia,Nepal,0,0,211,60403215,96.0
30,1,2020,Asia,Nepal,0,0,211,60403215,96.0
29,1,2020,Asia,Nepal,0,0,211,60403215,96.0
28,1,2020,Asia,Nepal,0,0,211,60403215,96.0
27,1,2020,Asia,Nepal,0,0,211,60403215,96.0
26,1,2020,Asia,Nepal,0,0,211,60403215,96.0
25,1,2020,Asia,Nepal,1,0,211,60403215,96.0
24,1,2020,Asia,Nepal,0,0,211,60403215,96.0
23,1,2020,Asia,Nepal,0,0,211,60403215,96.0
22,1,2020,Asia,Nepal,0,0,211,60403215,96.0
21,1,2020,Asia,Nepal,0,0,211,60403215,96.0
20,1,2020,Asia,Nepal,0,0,211,60403215,96.0
19,1,2020,Asia,Nepal,0,0,211,60403215,96.0
18,1,2020,Asia,Nepal,0,0,211,60403215,96.0
17,1,2020,Asia,Nepal,0,0,211,60403215,96.0
16,1,2020,Asia,Nepal,0,0,211,60403215,96.0
15,1,2020,Asia,Nepal,0,0,211,60403215,96.0
14,1,2020,Asia,Nepal,0,0,211,60403215,96.0
13,1,2020,Asia,Nepal,0,0,211,60403215,96.0
12,1,2020,Asia,Nepal,0,0,211,60403215,96.0
11,1,2020,Asia,Nepal,0,0,211,60403215,96.0
10,1,2020,Asia,Nepal,0,0,211,60403215,96.0
9,1,2020,Asia,Nepal,0,0,211,60403215,96.0
8,1,2020,Asia,Nepal,0,0,211,60403215,96.0
7,1,2020,Asia,Nepal,0,0,211,60403215,96.0
6,1,2020,Asia,Nepal,0,0,211,60403215,96.0
5,1,2020,Asia,Nepal,0,0,211,60403215,96.0
4,1,2020,Asia,Nepal,0,0,211,60403215,96.0
3,1,2020,Asia,Nepal,0,0,211,60403215,96.0
2,1,2020,Asia,Nepal,0,0,211,60403215,96.0
1,1,2020,Asia,Nepal,0,0,211,60403215,96.0
31,12,2019,Asia,Nepal,0,0,211,60403215,96.0
14,12,2020,Europe,Netherlands,9868,29,208,36104942,74.0
13,12,2020,Europe,Netherlands,9071,53,208,36104942,74.0
12,12,2020,Europe,Netherlands,8827,63,208,36104942,74.0
11,12,2020,Europe,Netherlands,8709,61,208,36104942,74.0
10,12,2020,Europe,Netherlands,6524,66,208,36104942,74.0
9,12,2020,Europe,Netherlands,6139,71,208,36104942,74.0
8,12,2020,Europe,Netherlands,7055,17,208,36104942,74.0
7,12,2020,Europe,Netherlands,6769,25,208,36104942,74.0
6,12,2020,Europe,Netherlands,6520,39,208,36104942,74.0
5,12,2020,Europe,Netherlands,5867,58,208,36104942,74.0
4,12,2020,Europe,Netherlands,5603,61,208,36104942,74.0
3,12,2020,Europe,Netherlands,4917,66,208,36104942,74.0
2,12,2020,Europe,Netherlands,4042,62,208,36104942,74.0
1,12,2020,Europe,Netherlands,4562,27,208,36104942,74.0
30,11,2020,Europe,Netherlands,5578,23,208,36104942,74.0
29,11,2020,Europe,Netherlands,4452,59,208,36104942,74.0
28,11,2020,Europe,Netherlands,5733,83,208,36104942,74.0
27,11,2020,Europe,Netherlands,4467,75,208,36104942,74.0
26,11,2020,Europe,Netherlands,4901,73,208,36104942,74.0
25,11,2020,Europe,Netherlands,3919,90,208,36104942,74.0
24,11,2020,Europe,Netherlands,5163,54,208,36104942,74.0
23,11,2020,Europe,Netherlands,5382,21,208,36104942,74.0
22,11,2020,Europe,Netherlands,6062,48,208,36104942,74.0
21,11,2020,Europe,Netherlands,5919,51,208,36104942,74.0
20,11,2020,Europe,Netherlands,5638,73,208,36104942,74.0
19,11,2020,Europe,Netherlands,4606,82,208,36104942,74.0
18,11,2020,Europe,Netherlands,4296,85,208,36104942,74.0
17,11,2020,Europe,Netherlands,4822,44,208,36104942,74.0
16,11,2020,Europe,Netherlands,5408,43,208,36104942,74.0
15,11,2020,Europe,Netherlands,5903,85,208,36104942,74.0
14,11,2020,Europe,Netherlands,6086,53,208,36104942,74.0
13,11,2020,Europe,Netherlands,5627,89,208,36104942,74.0
12,11,2020,Europe,Netherlands,5400,74,208,36104942,74.0
11,11,2020,Europe,Netherlands,4664,98,208,36104942,74.0
10,11,2020,Europe,Netherlands,4674,39,208,36104942,74.0
9,11,2020,Europe,Netherlands,5659,44,208,36104942,74.0
8,11,2020,Europe,Netherlands,6659,73,208,36104942,74.0
7,11,2020,Europe,Netherlands,7232,118,208,36104942,74.0
6,11,2020,Europe,Netherlands,6957,87,208,36104942,74.0
5,11,2020,Europe,Netherlands,7622,106,208,36104942,74.0
4,11,2020,Europe,Netherlands,7729,113,208,36104942,74.0
3,11,2020,Europe,Netherlands,8278,29,208,36104942,74.0
2,11,2020,Europe,Netherlands,8673,39,208,36104942,74.0
1,11,2020,Europe,Netherlands,9790,50,208,36104942,74.0
31,10,2020,Europe,Netherlands,11102,87,208,36104942,74.0
30,10,2020,Europe,Netherlands,10248,56,208,36104942,74.0
29,10,2020,Europe,Netherlands,8092,60,208,36104942,74.0
28,10,2020,Europe,Netherlands,10283,70,208,36104942,74.0
27,10,2020,Europe,Netherlands,10324,26,208,36104942,74.0
26,10,2020,Europe,Netherlands,10194,27,208,36104942,74.0
25,10,2020,Europe,Netherlands,8639,55,208,36104942,74.0
24,10,2020,Europe,Netherlands,9983,45,208,36104942,74.0
23,10,2020,Europe,Netherlands,9268,46,208,36104942,74.0
22,10,2020,Europe,Netherlands,8738,59,208,36104942,74.0
21,10,2020,Europe,Netherlands,8149,45,208,36104942,74.0
20,10,2020,Europe,Netherlands,7720,8,208,36104942,74.0
19,10,2020,Europe,Netherlands,8439,23,208,36104942,74.0
18,10,2020,Europe,Netherlands,8105,29,208,36104942,74.0
17,10,2020,Europe,Netherlands,7978,16,208,36104942,74.0
16,10,2020,Europe,Netherlands,7779,29,208,36104942,74.0
15,10,2020,Europe,Netherlands,7271,32,208,36104942,74.0
14,10,2020,Europe,Netherlands,7368,35,208,36104942,74.0
13,10,2020,Europe,Netherlands,6844,12,208,36104942,74.0
12,10,2020,Europe,Netherlands,6368,17,208,36104942,74.0
11,10,2020,Europe,Netherlands,6493,23,208,36104942,74.0
10,10,2020,Europe,Netherlands,5959,13,208,36104942,74.0
9,10,2020,Europe,Netherlands,5813,13,208,36104942,74.0
8,10,2020,Europe,Netherlands,4979,36,208,36104942,74.0
7,10,2020,Europe,Netherlands,4517,21,208,36104942,74.0
6,10,2020,Europe,Netherlands,4572,7,208,36104942,74.0
5,10,2020,Europe,Netherlands,4000,5,208,36104942,74.0
4,10,2020,Europe,Netherlands,3963,21,208,36104942,74.0
3,10,2020,Europe,Netherlands,3820,9,208,36104942,74.0
2,10,2020,Europe,Netherlands,3253,13,208,36104942,74.0
1,10,2020,Europe,Netherlands,3293,13,208,36104942,74.0
30,9,2020,Europe,Netherlands,3001,13,208,36104942,74.0
29,9,2020,Europe,Netherlands,2909,6,208,36104942,74.0
28,9,2020,Europe,Netherlands,2989,8,208,36104942,74.0
27,9,2020,Europe,Netherlands,2711,38,208,36104942,74.0
26,9,2020,Europe,Netherlands,2776,16,208,36104942,74.0
25,9,2020,Europe,Netherlands,2541,16,208,36104942,74.0
24,9,2020,Europe,Netherlands,2351,5,208,36104942,74.0
23,9,2020,Europe,Netherlands,2243,10,208,36104942,74.0
22,9,2020,Europe,Netherlands,2215,2,208,36104942,74.0
21,9,2020,Europe,Netherlands,1843,4,208,36104942,74.0
20,9,2020,Europe,Netherlands,1882,2,208,36104942,74.0
19,9,2020,Europe,Netherlands,1972,7,208,36104942,74.0
18,9,2020,Europe,Netherlands,1750,6,208,36104942,74.0
17,9,2020,Europe,Netherlands,1540,2,208,36104942,74.0
16,9,2020,Europe,Netherlands,1376,2,208,36104942,74.0
15,9,2020,Europe,Netherlands,1298,2,208,36104942,74.0
14,9,2020,Europe,Netherlands,1086,1,208,36104942,74.0
13,9,2020,Europe,Netherlands,1231,1,208,36104942,74.0
12,9,2020,Europe,Netherlands,1268,3,208,36104942,74.0
11,9,2020,Europe,Netherlands,823,3,208,36104942,74.0
10,9,2020,Europe,Netherlands,1140,2,208,36104942,74.0
9,9,2020,Europe,Netherlands,963,1,208,36104942,74.0
8,9,2020,Europe,Netherlands,797,0,208,36104942,74.0
7,9,2020,Europe,Netherlands,925,2,208,36104942,74.0
6,9,2020,Europe,Netherlands,654,4,208,36104942,74.0
5,9,2020,Europe,Netherlands,744,2,208,36104942,74.0
4,9,2020,Europe,Netherlands,421,0,208,36104942,74.0
3,9,2020,Europe,Netherlands,914,5,208,36104942,74.0
2,9,2020,Europe,Netherlands,461,6,208,36104942,74.0
1,9,2020,Europe,Netherlands,525,0,208,36104942,74.0
31,8,2020,Europe,Netherlands,508,0,208,36104942,74.0
30,8,2020,Europe,Netherlands,500,4,208,36104942,74.0
29,8,2020,Europe,Netherlands,507,2,208,36104942,74.0
28,8,2020,Europe,Netherlands,510,3,208,36104942,74.0
27,8,2020,Europe,Netherlands,570,8,208,36104942,74.0
26,8,2020,Europe,Netherlands,414,5,208,36104942,74.0
25,8,2020,Europe,Netherlands,572,2,208,36104942,74.0
24,8,2020,Europe,Netherlands,456,0,208,36104942,74.0
23,8,2020,Europe,Netherlands,508,5,208,36104942,74.0
22,8,2020,Europe,Netherlands,534,4,208,36104942,74.0
21,8,2020,Europe,Netherlands,529,10,208,36104942,74.0
20,8,2020,Europe,Netherlands,552,6,208,36104942,74.0
19,8,2020,Europe,Netherlands,487,3,208,36104942,74.0
18,8,2020,Europe,Netherlands,481,0,208,36104942,74.0
17,8,2020,Europe,Netherlands,506,3,208,36104942,74.0
16,8,2020,Europe,Netherlands,652,2,208,36104942,74.0
15,8,2020,Europe,Netherlands,636,2,208,36104942,74.0
14,8,2020,Europe,Netherlands,577,4,208,36104942,74.0
13,8,2020,Europe,Netherlands,654,2,208,36104942,74.0
12,8,2020,Europe,Netherlands,779,2,208,36104942,74.0
11,8,2020,Europe,Netherlands,575,0,208,36104942,74.0
10,8,2020,Europe,Netherlands,577,0,208,36104942,74.0
9,8,2020,Europe,Netherlands,486,3,208,36104942,74.0
8,8,2020,Europe,Netherlands,519,0,208,36104942,74.0
7,8,2020,Europe,Netherlands,601,0,208,36104942,74.0
6,8,2020,Europe,Netherlands,426,4,208,36104942,74.0
5,8,2020,Europe,Netherlands,540,1,208,36104942,74.0
4,8,2020,Europe,Netherlands,372,0,208,36104942,74.0
3,8,2020,Europe,Netherlands,311,0,208,36104942,74.0
2,8,2020,Europe,Netherlands,431,0,208,36104942,74.0
1,8,2020,Europe,Netherlands,338,0,208,36104942,74.0
31,7,2020,Europe,Netherlands,342,0,208,36104942,74.0
30,7,2020,Europe,Netherlands,247,0,208,36104942,74.0
29,7,2020,Europe,Netherlands,223,0,208,36104942,74.0
28,7,2020,Europe,Netherlands,205,0,208,36104942,74.0
27,7,2020,Europe,Netherlands,214,0,208,36104942,74.0
26,7,2020,Europe,Netherlands,137,1,208,36104942,74.0
25,7,2020,Europe,Netherlands,191,0,208,36104942,74.0
24,7,2020,Europe,Netherlands,163,0,208,36104942,74.0
23,7,2020,Europe,Netherlands,168,3,208,36104942,74.0
22,7,2020,Europe,Netherlands,163,0,208,36104942,74.0
21,7,2020,Europe,Netherlands,185,0,208,36104942,74.0
20,7,2020,Europe,Netherlands,144,0,208,36104942,74.0
19,7,2020,Europe,Netherlands,127,0,208,36104942,74.0
18,7,2020,Europe,Netherlands,103,0,208,36104942,74.0
17,7,2020,Europe,Netherlands,99,0,208,36104942,74.0
16,7,2020,Europe,Netherlands,106,1,208,36104942,74.0
15,7,2020,Europe,Netherlands,53,0,208,36104942,74.0
14,7,2020,Europe,Netherlands,71,0,208,36104942,74.0
13,7,2020,Europe,Netherlands,101,0,208,36104942,74.0
12,7,2020,Europe,Netherlands,81,0,208,36104942,74.0
11,7,2020,Europe,Netherlands,42,0,208,36104942,74.0
10,7,2020,Europe,Netherlands,52,0,208,36104942,74.0
9,7,2020,Europe,Netherlands,52,3,208,36104942,74.0
8,7,2020,Europe,Netherlands,37,4,208,36104942,74.0
7,7,2020,Europe,Netherlands,36,1,208,36104942,74.0
6,7,2020,Europe,Netherlands,73,1,208,36104942,74.0
5,7,2020,Europe,Netherlands,61,6,208,36104942,74.0
4,7,2020,Europe,Netherlands,75,2,208,36104942,74.0
3,7,2020,Europe,Netherlands,77,3,208,36104942,74.0
2,7,2020,Europe,Netherlands,62,2,208,36104942,74.0
1,7,2020,Europe,Netherlands,50,6,208,36104942,74.0
30,6,2020,Europe,Netherlands,76,2,208,36104942,74.0
29,6,2020,Europe,Netherlands,73,0,208,36104942,74.0
28,6,2020,Europe,Netherlands,69,2,208,36104942,74.0
27,6,2020,Europe,Netherlands,91,3,208,36104942,74.0
26,6,2020,Europe,Netherlands,110,3,208,36104942,74.0
25,6,2020,Europe,Netherlands,82,2,208,36104942,74.0
24,6,2020,Europe,Netherlands,64,5,208,36104942,74.0
23,6,2020,Europe,Netherlands,65,0,208,36104942,74.0
22,6,2020,Europe,Netherlands,91,1,208,36104942,74.0
21,6,2020,Europe,Netherlands,76,8,208,36104942,74.0
20,6,2020,Europe,Netherlands,107,3,208,36104942,74.0
19,6,2020,Europe,Netherlands,115,4,208,36104942,74.0
18,6,2020,Europe,Netherlands,117,4,208,36104942,74.0
17,6,2020,Europe,Netherlands,139,5,208,36104942,74.0
16,6,2020,Europe,Netherlands,165,6,208,36104942,74.0
15,6,2020,Europe,Netherlands,143,2,208,36104942,74.0
14,6,2020,Europe,Netherlands,179,4,208,36104942,74.0
13,6,2020,Europe,Netherlands,210,9,208,36104942,74.0
12,6,2020,Europe,Netherlands,164,2,208,36104942,74.0
11,6,2020,Europe,Netherlands,184,11,208,36104942,74.0
10,6,2020,Europe,Netherlands,164,15,208,36104942,74.0
9,6,2020,Europe,Netherlands,165,3,208,36104942,74.0
8,6,2020,Europe,Netherlands,239,2,208,36104942,74.0
7,6,2020,Europe,Netherlands,183,6,208,36104942,74.0
6,6,2020,Europe,Netherlands,210,15,208,36104942,74.0
5,6,2020,Europe,Netherlands,209,13,208,36104942,74.0
4,6,2020,Europe,Netherlands,86,10,208,36104942,74.0
3,6,2020,Europe,Netherlands,102,5,208,36104942,74.0
2,6,2020,Europe,Netherlands,103,6,208,36104942,74.0
1,6,2020,Europe,Netherlands,185,5,208,36104942,74.0
31,5,2020,Europe,Netherlands,131,20,208,36104942,74.0
30,5,2020,Europe,Netherlands,176,28,208,36104942,74.0
29,5,2020,Europe,Netherlands,182,32,208,36104942,74.0
28,5,2020,Europe,Netherlands,190,15,208,36104942,74.0
27,5,2020,Europe,Netherlands,133,26,208,36104942,74.0
26,5,2020,Europe,Netherlands,209,8,208,36104942,74.0
25,5,2020,Europe,Netherlands,172,11,208,36104942,74.0
24,5,2020,Europe,Netherlands,176,23,208,36104942,74.0
23,5,2020,Europe,Netherlands,188,13,208,36104942,74.0
22,5,2020,Europe,Netherlands,253,27,208,36104942,74.0
21,5,2020,Europe,Netherlands,198,33,208,36104942,74.0
20,5,2020,Europe,Netherlands,108,21,208,36104942,74.0
19,5,2020,Europe,Netherlands,146,14,208,36104942,74.0
18,5,2020,Europe,Netherlands,125,10,208,36104942,74.0
17,5,2020,Europe,Netherlands,189,27,208,36104942,74.0
16,5,2020,Europe,Netherlands,200,53,208,36104942,74.0
15,5,2020,Europe,Netherlands,270,28,208,36104942,74.0
14,5,2020,Europe,Netherlands,227,52,208,36104942,74.0
13,5,2020,Europe,Netherlands,196,54,208,36104942,74.0
12,5,2020,Europe,Netherlands,161,16,208,36104942,74.0
11,5,2020,Europe,Netherlands,245,18,208,36104942,74.0
10,5,2020,Europe,Netherlands,289,63,208,36104942,74.0
9,5,2020,Europe,Netherlands,319,71,208,36104942,74.0
8,5,2020,Europe,Netherlands,455,84,208,36104942,74.0
7,5,2020,Europe,Netherlands,232,36,208,36104942,74.0
6,5,2020,Europe,Netherlands,317,86,208,36104942,74.0
5,5,2020,Europe,Netherlands,199,26,208,36104942,74.0
4,5,2020,Europe,Netherlands,335,69,208,36104942,74.0
3,5,2020,Europe,Netherlands,445,94,208,36104942,74.0
2,5,2020,Europe,Netherlands,475,98,208,36104942,74.0
1,5,2020,Europe,Netherlands,514,84,208,36104942,74.0
30,4,2020,Europe,Netherlands,386,145,208,36104942,74.0
29,4,2020,Europe,Netherlands,171,48,208,36104942,74.0
28,4,2020,Europe,Netherlands,400,43,208,36104942,74.0
27,4,2020,Europe,Netherlands,655,66,208,36104942,74.0
26,4,2020,Europe,Netherlands,655,120,208,36104942,74.0
25,4,2020,Europe,Netherlands,806,112,208,36104942,74.0
24,4,2020,Europe,Netherlands,887,123,208,36104942,74.0
23,4,2020,Europe,Netherlands,708,138,208,36104942,74.0
22,4,2020,Europe,Netherlands,729,165,208,36104942,74.0
21,4,2020,Europe,Netherlands,750,67,208,36104942,74.0
20,4,2020,Europe,Netherlands,1066,83,208,36104942,74.0
19,4,2020,Europe,Netherlands,1140,142,208,36104942,74.0
18,4,2020,Europe,Netherlands,1235,144,208,36104942,74.0
17,4,2020,Europe,Netherlands,1061,181,208,36104942,74.0
16,4,2020,Europe,Netherlands,734,189,208,36104942,74.0
15,4,2020,Europe,Netherlands,868,122,208,36104942,74.0
14,4,2020,Europe,Netherlands,964,86,208,36104942,74.0
13,4,2020,Europe,Netherlands,1174,94,208,36104942,74.0
12,4,2020,Europe,Netherlands,1316,132,208,36104942,74.0
11,4,2020,Europe,Netherlands,1335,115,208,36104942,74.0
10,4,2020,Europe,Netherlands,1213,148,208,36104942,74.0
9,4,2020,Europe,Netherlands,969,147,208,36104942,74.0
8,4,2020,Europe,Netherlands,777,234,208,36104942,74.0
7,4,2020,Europe,Netherlands,952,101,208,36104942,74.0
6,4,2020,Europe,Netherlands,1224,115,208,36104942,74.0
5,4,2020,Europe,Netherlands,904,164,208,36104942,74.0
4,4,2020,Europe,Netherlands,1026,148,208,36104942,74.0
3,4,2020,Europe,Netherlands,1083,166,208,36104942,74.0
2,4,2020,Europe,Netherlands,1019,134,208,36104942,74.0
1,4,2020,Europe,Netherlands,845,175,208,36104942,74.0
31,3,2020,Europe,Netherlands,884,93,208,36104942,74.0
30,3,2020,Europe,Netherlands,1104,132,208,36104942,74.0
29,3,2020,Europe,Netherlands,1159,93,208,36104942,74.0
28,3,2020,Europe,Netherlands,1172,112,208,36104942,74.0
27,3,2020,Europe,Netherlands,1019,78,208,36104942,74.0
26,3,2020,Europe,Netherlands,852,80,208,36104942,74.0
25,3,2020,Europe,Netherlands,811,63,208,36104942,74.0
24,3,2020,Europe,Netherlands,545,34,208,36104942,74.0
23,3,2020,Europe,Netherlands,573,43,208,36104942,74.0
22,3,2020,Europe,Netherlands,637,30,208,36104942,74.0
21,3,2020,Europe,Netherlands,534,30,208,36104942,74.0
20,3,2020,Europe,Netherlands,409,18,208,36104942,74.0
19,3,2020,Europe,Netherlands,346,15,208,36104942,74.0
18,3,2020,Europe,Netherlands,292,19,208,36104942,74.0
17,3,2020,Europe,Netherlands,278,4,208,36104942,74.0
16,3,2020,Europe,Netherlands,176,8,208,36104942,74.0
15,3,2020,Europe,Netherlands,155,7,208,36104942,74.0
14,3,2020,Europe,Netherlands,190,0,208,36104942,74.0
13,3,2020,Europe,Netherlands,111,0,208,36104942,74.0
12,3,2020,Europe,Netherlands,121,1,208,36104942,74.0
11,3,2020,Europe,Netherlands,61,1,208,36104942,74.0
10,3,2020,Europe,Netherlands,56,0,208,36104942,74.0
9,3,2020,Europe,Netherlands,77,2,208,36104942,74.0
8,3,2020,Europe,Netherlands,60,0,208,36104942,74.0
7,3,2020,Europe,Netherlands,46,1,208,36104942,74.0
6,3,2020,Europe,Netherlands,44,0,208,36104942,74.0
5,3,2020,Europe,Netherlands,10,0,208,36104942,74.0
4,3,2020,Europe,Netherlands,10,0,208,36104942,74.0
3,3,2020,Europe,Netherlands,5,0,208,36104942,74.0
2,3,2020,Europe,Netherlands,6,0,208,36104942,74.0
1,3,2020,Europe,Netherlands,5,0,208,36104942,74.0
29,2,2020,Europe,Netherlands,1,0,208,36104942,74.0
28,2,2020,Europe,Netherlands,1,0,208,36104942,74.0
27,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
26,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
25,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
24,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
23,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
22,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
21,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
20,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
19,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
18,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
17,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
16,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
15,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
14,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
13,2,2020,Europe,Netherlands,0,0,208,36104942,74.0
